0.019938994983268156	7.424150482743523e-11
0.030665276452203905	1.0068970642844919e-10
0.039824319907516385	1.182052636290276e-10
0.050152979166660595	1.3224919428692403e-10
0.06219687232317656	1.5278460720253178e-10
0.10172282146934748	2.006723618400583e-10
0.20007229026642173	3.4618120283724486e-10
0.4249504357733771	4.196484005105486e-10
0.9747032262207079	7.356422544596452e-10
1.9467828307532578	2.1544346900318866e-9
3.9485638863891563	5.3746261235852164e-9
6.973837284657299	1.4762306867176153e-8
10.085773221193667	2.9896606174052333e-8
21.09521598319451	5.958327603440161e-8
39.6207642700192	3.1586571406026195e-7
101.20288154770455	8.268237354338138e-7
199.04965277542928	1.4263590294262642e-6
